Date,Discharge (cfs),  flag,  stage_height,  flag,   ,
7/9/2012,35.3,  A,  ,  ,  , 
7/10/2012,33.6,  A,  ,  ,  , 
7/11/2012,34.1,  A,  ,  ,  , 
7/12/2012,33.4,  A,  ,  ,  , 
7/13/2012,35.4,  A,  ,  ,  , 
7/14/2012,46.6,  A,  ,  ,  , 
7/15/2012,45.6,  A,  ,  ,  , 
7/16/2012,46.3,  A,  ,  ,  , 
7/17/2012,43.9,  A,  ,  ,  , 
7/18/2012,37.6,  A,  ,  ,  , 
7/19/2012,34.6,  A,  ,  ,  , 
7/20/2012,35,  A,  ,  ,  , 
7/21/2012,40.9,  A,  ,  ,  , 
7/22/2012,37.2,  A,  ,  ,  , 
7/23/2012,36.4,  A,  ,  ,  , 
7/24/2012,36.9,  A,  ,  ,  , 
7/25/2012,38.2,  A,  ,  ,  , 
7/26/2012,35.1,  A,  ,  ,  , 
7/27/2012,33.5,  A,  ,  ,  , 
7/28/2012,33.6,  A,  ,  ,  , 
7/29/2012,34.1,  A,  ,  ,  , 
7/30/2012,42.4,  A,  ,  ,  , 
7/31/2012,147,  A,  ,  ,  , 
8/1/2012,70.5,  A,  ,  ,  , 
8/2/2012,53.5,  A,  ,  ,  , 
8/3/2012,45.3,  A,  ,  ,  , 
8/4/2012,44,  A,  ,  ,  , 
8/5/2012,50.4,  A,  ,  ,  , 
8/6/2012,44.5,  A,  ,  ,  , 
8/7/2012,50.4,  A,  ,  ,  , 
8/8/2012,47.2,  A,  ,  ,  , 
8/9/2012,42.6,  A,  ,  ,  , 
8/10/2012,41.6,  A,  ,  ,  , 
8/11/2012,39.2,  A,  ,  ,  , 
8/12/2012,40.6,  A,  ,  ,  , 
8/13/2012,39.3,  A,  ,  ,  , 
8/14/2012,36.8,  A,  ,  ,  , 
8/15/2012,36.9,  A,  ,  ,  , 
8/16/2012,45.3,  A,  ,  ,  , 
8/17/2012,47.5,  A,  ,  ,  , 
8/18/2012,50.2,  A,  ,  ,  , 
8/19/2012,108,  A,  ,  ,  , 
8/20/2012,56.2,  A,  ,  ,  , 
8/21/2012,48.2,  A,  ,  ,  , 
8/22/2012,111,  A,  ,  ,  , 
8/23/2012,66.8,  A,  ,  ,  , 
8/24/2012,62.1,  A,  ,  ,  , 
8/25/2012,57.6,  A,  ,  ,  , 
8/26/2012,48.6,  A,  ,  ,  , 
8/27/2012,46.7,  A,  ,  ,  , 
8/28/2012,44.2,  A,  ,  ,  , 
8/29/2012,42.5,  A,  ,  ,  , 
8/30/2012,43,  A,  ,  ,  , 
8/31/2012,51.4,  A,  ,  ,  , 
9/1/2012,43.3,  A,  ,  ,  , 
9/2/2012,42.1,  A,  ,  ,  , 
9/3/2012,40.5,  A,  ,  ,  , 
9/4/2012,40.4,  A,  ,  ,  , 
9/5/2012,39.5,  A,  ,  ,  , 
9/6/2012,37.9,  A,  ,  ,  , 
9/7/2012,36.7,  A,  ,  ,  , 
9/8/2012,35.7,  A,  ,  ,  , 
9/9/2012,34.1,  A,  ,  ,  , 
9/10/2012,34.4,  A,  ,  ,  , 
9/11/2012,189,  A,  ,  ,  , 
9/12/2012,74.5,  A,  ,  ,  , 
9/13/2012,48.2,  A,  ,  ,  , 
9/14/2012,44.8,  A,  ,  ,  , 
9/15/2012,43.1,  A,  ,  ,  , 
9/16/2012,41.5,  A,  ,  ,  , 
9/17/2012,41.6,  A,  ,  ,  , 
9/18/2012,38.8,  A,  ,  ,  , 
9/19/2012,37.2,  A,  ,  ,  , 
9/20/2012,36.5,  A,  ,  ,  , 
9/21/2012,37.1,  A,  ,  ,  , 
9/22/2012,37,  A,  ,  ,  , 
9/23/2012,36.9,  A,  ,  ,  , 
9/24/2012,37.1,  A,  ,  ,  , 
9/25/2012,40.6,  A,  ,  ,  , 
9/26/2012,40.1,  A,  ,  ,  , 
9/27/2012,37.7,  A,  ,  ,  , 
9/28/2012,37.8,  A,  ,  ,  , 
9/29/2012,36.9,  A,  ,  ,  , 
9/30/2012,36.7,  A,  ,  ,  , 
10/1/2012,36.8,  A,  ,  ,  , 
10/2/2012,36.4,  A,  ,  ,  , 
10/3/2012,36.1,  A,  ,  ,  , 
10/4/2012,35.7,  A,  ,  ,  , 
10/5/2012,35.8,  A,  ,  ,  , 
10/6/2012,35.6,  A,  ,  ,  , 
10/7/2012,36.2,  A,  ,  ,  , 
10/8/2012,36.9,  A,  ,  ,  , 
10/9/2012,37.3,  A,  ,  ,  , 
10/10/2012,37.8,  A,  ,  ,  , 
10/11/2012,37.7,  A,  ,  ,  , 
10/12/2012,74.9,  A,  ,  ,  , 
10/13/2012,78.4,  A,  ,  ,  , 
10/14/2012,56.9,  A,  ,  ,  , 
10/15/2012,48.9,  A,  ,  ,  , 
10/16/2012,47.3,  A,  ,  ,  , 
10/17/2012,47.4,  A,  ,  ,  , 
10/18/2012,44.9,  A,  ,  ,  , 
10/19/2012,45.4,  A,  ,  ,  , 
10/20/2012,44.7,  A,  ,  ,  , 
10/21/2012,43.5,  A,  ,  ,  , 
10/22/2012,45.7,  A,  ,  ,  , 
10/23/2012,45,  A,  ,  ,  , 
10/24/2012,45.8,  A,  ,  ,  , 
10/25/2012,45.8,  A,  ,  ,  , 
10/26/2012,46.2,  A,  ,  ,  , 
10/27/2012,45.9,  A,  ,  ,  , 
10/28/2012,45.6,  A,  ,  ,  , 
10/29/2012,46.5,  A,  ,  ,  , 
10/30/2012,45.7,  A,  ,  ,  , 
10/31/2012,46.4,  A,  ,  ,  , 
11/1/2012,46.4,  A,  ,  ,  , 
11/2/2012,45,  A,  ,  ,  , 
11/3/2012,44.3,  A,  ,  ,  , 
11/4/2012,44.9,  A,  ,  ,  , 
11/5/2012,45.5,  A,  ,  ,  , 
11/6/2012,45.3,  A,  ,  ,  , 
11/7/2012,47.3,  A,  ,  ,  , 
11/8/2012,47.4,  A,  ,  ,  , 
11/9/2012,108,  A,  ,  ,  , 
11/10/2012,83.6,  A,  ,  ,  , 
11/11/2012,54.6,  A,  ,  ,  , 
11/12/2012,52.8,  A,  ,  ,  , 
11/13/2012,56.5,  A,  ,  ,  , 
11/14/2012,56.3,  A,  ,  ,  , 
11/15/2012,54.8,  A,  ,  ,  , 
11/16/2012,54.9,  A,  ,  ,  , 
11/17/2012,58.5,  A,  ,  ,  , 
11/18/2012,62.4,  A,  ,  ,  , 
11/19/2012,57.4,  A,  ,  ,  , 
11/20/2012,55.3,  A,  ,  ,  , 
11/21/2012,54.3,  A,  ,  ,  , 
11/22/2012,52.9,  A,  ,  ,  , 
11/23/2012,52.4,  A,  ,  ,  , 
11/24/2012,52.8,  A,  ,  ,  , 
11/25/2012,51.6,  A,  ,  ,  , 
11/26/2012,52.3,  A,  ,  ,  , 
11/27/2012,51.5,  A,  ,  ,  , 
11/28/2012,52.1,  A,  ,  ,  , 
11/29/2012,52,  A,  ,  ,  , 
11/30/2012,52.8,  A,  ,  ,  , 
12/1/2012,53.6,  A,  ,  ,  , 
12/2/2012,52.7,  A,  ,  ,  , 
12/3/2012,52.8,  A,  ,  ,  , 
12/4/2012,52.7,  A,  ,  ,  , 
12/5/2012,52,  A,  ,  ,  , 
12/6/2012,52.2,  A,  ,  ,  , 
12/7/2012,52.7,  A,  ,  ,  , 
12/8/2012,51.8,  A,  ,  ,  , 
12/9/2012,51,  A,  ,  ,  , 
12/10/2012,42.2,  A,  ,  ,  , 
12/11/2012,52.4,  A,  ,  ,  , 
12/12/2012,49.7,  A,  ,  ,  , 
12/13/2012,54.5,  A,  ,  ,  , 
12/14/2012,62.2,  A,  ,  ,  , 
12/15/2012,61,  A,  ,  ,  , 
12/16/2012,54.8,  A,  ,  ,  , 
12/17/2012,55,  A,  ,  ,  , 
12/18/2012,96.5,  A,  ,  ,  , 
12/19/2012,63.1,  A,  ,  ,  , 
12/20/2012,38.9,  A,  ,  ,  , 
12/21/2012,44.6,  A,  ,  ,  , 
12/22/2012,45.9,  A,  ,  ,  , 
12/23/2012,54.2,  A,  ,  ,  , 
12/24/2012,59.7,  A,  ,  ,  , 
12/25/2012,50,  A,  ,  ,  , 
12/26/2012,52.2,  A,  ,  ,  , 
12/27/2012,53.8,  A,  ,  ,  , 
12/28/2012,49.3,  A,  ,  ,  , 
12/29/2012,45.6,  A,  ,  ,  , 
12/30/2012,49.8,  A,  ,  ,  , 
12/31/2012,50.5,  A,  ,  ,  , 
1/1/2013,44.4,  A,  ,  ,  , 
1/2/2013,40.3,  A,  ,  ,  , 
1/3/2013,41.2,  A,  ,  ,  , 
1/4/2013,41.3,  A,  ,  ,  , 
1/5/2013,43,  A,  ,  ,  , 
1/6/2013,45.4,  A,  ,  ,  , 
1/7/2013,49.3,  A,  ,  ,  , 
1/8/2013,51.8,  A,  ,  ,  , 
1/9/2013,53.1,  A,  ,  ,  , 
1/10/2013,54.2,  A,  ,  ,  , 
1/11/2013,52.6,  A,  ,  ,  , 
1/12/2013,46,  A:e,  ,  ,  , 
1/13/2013,43,  A:e,  ,  ,  , 
1/14/2013,40,  A:e,  ,  ,  , 
1/15/2013,39,  A:e,  ,  ,  , 
1/16/2013,45,  A:e,  ,  ,  , 
1/17/2013,55.7,  A,  ,  ,  , 
1/18/2013,55.1,  A,  ,  ,  , 
1/19/2013,54,  A,  ,  ,  , 
1/20/2013,53.8,  A,  ,  ,  , 
1/21/2013,53.7,  A,  ,  ,  , 
1/22/2013,53.7,  A,  ,  ,  , 
1/23/2013,66,  A,  ,  ,  , 
1/24/2013,75.1,  A,  ,  ,  , 
1/25/2013,79.3,  A,  ,  ,  , 
1/26/2013,112,  A,  ,  ,  , 
1/27/2013,155,  A,  ,  ,  , 
1/28/2013,118,  A,  ,  ,  , 
1/29/2013,70.3,  A,  ,  ,  , 
1/30/2013,79.7,  A,  ,  ,  , 
1/31/2013,81,  A,  ,  ,  , 
2/1/2013,78.7,  A,  ,  ,  , 
2/2/2013,79.7,  A,  ,  ,  , 
2/3/2013,78.3,  A,  ,  ,  , 
2/4/2013,76.2,  A,  ,  ,  , 
2/5/2013,76.4,  A,  ,  ,  , 
2/6/2013,77.7,  A,  ,  ,  , 
2/7/2013,74.1,  A,  ,  ,  , 
2/8/2013,77.9,  A,  ,  ,  , 
2/9/2013,73.3,  A,  ,  ,  , 
2/10/2013,75.5,  A,  ,  ,  , 
2/11/2013,63,  A,  ,  ,  , 
2/12/2013,64.9,  A,  ,  ,  , 
2/13/2013,76.9,  A,  ,  ,  , 
2/14/2013,79.1,  A,  ,  ,  , 
2/15/2013,73.1,  A,  ,  ,  , 
2/16/2013,73.7,  A,  ,  ,  , 
2/17/2013,76.4,  A,  ,  ,  , 
2/18/2013,72.7,  A,  ,  ,  , 
2/19/2013,71.1,  A,  ,  ,  , 
2/20/2013,79.4,  A,  ,  ,  , 
2/21/2013,71.8,  A,  ,  ,  , 
2/22/2013,66.8,  A,  ,  ,  , 
2/23/2013,73.6,  A,  ,  ,  , 
2/24/2013,68.6,  A,  ,  ,  , 
2/25/2013,63.8,  A,  ,  ,  , 
2/26/2013,75.2,  A,  ,  ,  , 
2/27/2013,63.2,  A,  ,  ,  , 
2/28/2013,56.9,  A,  ,  ,  , 
3/1/2013,60.7,  A,  ,  ,  , 
3/2/2013,60.9,  A,  ,  ,  , 
3/3/2013,62.2,  A,  ,  ,  , 
3/4/2013,65.9,  A,  ,  ,  , 
3/5/2013,63.5,  A,  ,  ,  , 
3/6/2013,62.9,  A,  ,  ,  , 
3/7/2013,63.4,  A,  ,  ,  , 
3/8/2013,74.2,  A,  ,  ,  , 
3/9/2013,86.2,  A,  ,  ,  , 
3/10/2013,64.3,  A,  ,  ,  , 
3/11/2013,65.1,  A,  ,  ,  , 
3/12/2013,69.6,  A,  ,  ,  , 
3/13/2013,74,  A,  ,  ,  , 
3/14/2013,76.8,  A,  ,  ,  , 
3/15/2013,84,  A,  ,  ,  , 
3/16/2013,89.1,  A,  ,  ,  , 
3/17/2013,94,  A,  ,  ,  , 
3/18/2013,90,  A,  ,  ,  , 
3/19/2013,87.4,  A,  ,  ,  , 
3/20/2013,89,  A,  ,  ,  , 
3/21/2013,89.4,  A,  ,  ,  , 
3/22/2013,89.3,  A,  ,  ,  , 
3/23/2013,75.1,  A,  ,  ,  , 
3/24/2013,70.7,  A,  ,  ,  , 
3/25/2013,73,  A,  ,  ,  , 
3/26/2013,72.8,  A,  ,  ,  , 
3/27/2013,71.3,  A,  ,  ,  , 
3/28/2013,76,  A,  ,  ,  , 
3/29/2013,87.1,  A,  ,  ,  , 
3/30/2013,92,  A,  ,  ,  , 
3/31/2013,93.6,  A,  ,  ,  , 
4/1/2013,94.8,  A,  ,  ,  , 
4/2/2013,88.4,  A,  ,  ,  , 
4/3/2013,82.2,  A,  ,  ,  , 
4/4/2013,89.2,  A,  ,  ,  , 
4/5/2013,92.3,  A,  ,  ,  , 
4/6/2013,99.2,  A,  ,  ,  , 
4/7/2013,94.5,  A,  ,  ,  , 
4/8/2013,102,  A,  ,  ,  , 
4/9/2013,85,  A,  ,  ,  , 
4/10/2013,86,  A,  ,  ,  , 
4/11/2013,89,  A,  ,  ,  , 
4/12/2013,95,  A,  ,  ,  , 
4/13/2013,99.7,  A,  ,  ,  , 
4/14/2013,97.2,  A,  ,  ,  , 
4/15/2013,99.1,  A,  ,  ,  , 
4/16/2013,104,  A,  ,  ,  , 
4/17/2013,93.8,  A,  ,  ,  , 
4/18/2013,85.2,  A,  ,  ,  , 
4/19/2013,86.2,  A,  ,  ,  , 
4/20/2013,88.8,  A,  ,  ,  , 
4/21/2013,86.9,  A,  ,  ,  , 
4/22/2013,94,  A,  ,  ,  , 
4/23/2013,102,  A,  ,  ,  , 
4/24/2013,89.1,  A,  ,  ,  , 
4/25/2013,91.9,  A,  ,  ,  , 
4/26/2013,104,  A,  ,  ,  , 
4/27/2013,119,  A,  ,  ,  , 
4/28/2013,129,  A,  ,  ,  , 
4/29/2013,134,  A,  ,  ,  , 
4/30/2013,134,  A,  ,  ,  , 
5/1/2013,130,  A,  ,  ,  , 
5/2/2013,109,  A,  ,  ,  , 
5/3/2013,106,  A,  ,  ,  , 
5/4/2013,105,  A,  ,  ,  , 
5/5/2013,99.4,  A,  ,  ,  , 
5/6/2013,95.8,  A,  ,  ,  , 
5/7/2013,103,  A,  ,  ,  , 
5/8/2013,96.8,  A,  ,  ,  , 
5/9/2013,92.4,  A,  ,  ,  , 
5/10/2013,101,  A,  ,  ,  , 
5/11/2013,87.3,  A,  ,  ,  , 
5/12/2013,79.9,  A,  ,  ,  , 
5/13/2013,77.4,  A,  ,  ,  , 
5/14/2013,75.5,  A,  ,  ,  , 
5/15/2013,74.2,  A,  ,  ,  , 
5/16/2013,69.4,  A,  ,  ,  , 
5/17/2013,68.2,  A,  ,  ,  , 
5/18/2013,70.8,  A,  ,  ,  , 
5/19/2013,64.6,  A,  ,  ,  , 
5/20/2013,64,  A,  ,  ,  , 
5/21/2013,59.6,  A,  ,  ,  , 
5/22/2013,55.6,  A,  ,  ,  , 
5/23/2013,52.4,  A,  ,  ,  , 
5/24/2013,51.4,  A,  ,  ,  , 
5/25/2013,50,  A,  ,  ,  , 
5/26/2013,48.3,  A,  ,  ,  , 
5/27/2013,47.6,  A,  ,  ,  , 
5/28/2013,46.6,  A,  ,  ,  , 
5/29/2013,49.9,  A,  ,  ,  , 
5/30/2013,47.2,  A,  ,  ,  , 
5/31/2013,44.9,  A,  ,  ,  , 
6/1/2013,43.7,  A,  ,  ,  , 
6/2/2013,41.3,  A,  ,  ,  , 
6/3/2013,41.1,  A,  ,  ,  , 
6/4/2013,40.5,  A,  ,  ,  , 
6/5/2013,39.4,  A,  ,  ,  , 
6/6/2013,37.4,  A,  ,  ,  , 
6/7/2013,36.9,  A,  ,  ,  , 
6/8/2013,35.7,  A,  ,  ,  , 
6/9/2013,34.7,  A,  ,  ,  , 
6/10/2013,34.4,  A,  ,  ,  , 
6/11/2013,33.2,  A,  ,  ,  , 
6/12/2013,34.3,  A,  ,  ,  , 
6/13/2013,34.7,  A,  ,  ,  , 
6/14/2013,32.5,  A,  ,  ,  , 
6/15/2013,32.1,  A,  ,  ,  , 
6/16/2013,32.5,  A,  ,  ,  , 
6/17/2013,31.7,  A,  ,  ,  , 
6/18/2013,31.1,  A,  ,  ,  , 
6/19/2013,31.6,  A,  ,  ,  , 
6/20/2013,31.6,  A,  ,  ,  , 
6/21/2013,31.6,  A,  ,  ,  , 
6/22/2013,31.2,  A,  ,  ,  , 
6/23/2013,30,  A,  ,  ,  , 
6/24/2013,30.3,  A,  ,  ,  , 
6/25/2013,30.7,  A,  ,  ,  , 
6/26/2013,30.6,  A,  ,  ,  , 
6/27/2013,30.5,  A,  ,  ,  , 
6/28/2013,30.8,  A,  ,  ,  , 
6/29/2013,30.6,  A,  ,  ,  , 
6/30/2013,30.3,  A,  ,  ,  , 
7/1/2013,30.5,  A,  ,  ,  , 
7/2/2013,30.6,  A,  ,  ,  , 
7/3/2013,30.2,  A,  ,  ,  , 
7/4/2013,30,  A,  ,  ,  , 
7/5/2013,29.7,  A,  ,  ,  , 
7/6/2013,30.3,  A,  ,  ,  , 
7/7/2013,29.7,  A,  ,  ,  , 
7/8/2013,30.1,  A,  ,  ,  , 
7/9/2013,30,  A,  ,  ,  , 
7/10/2013,29,  A,  ,  ,  , 
7/11/2013,31.1,  A,  ,  ,  , 
7/12/2013,35.1,  A,  ,  ,  , 
7/13/2013,35.9,  A,  ,  ,  , 
7/14/2013,31.5,  A,  ,  ,  , 
7/15/2013,30.2,  A,  ,  ,  , 
7/16/2013,32.1,  A,  ,  ,  , 
7/17/2013,35,  A,  ,  ,  , 
7/18/2013,35.8,  A,  ,  ,  , 
7/19/2013,38.2,  A,  ,  ,  , 
7/20/2013,40.3,  A,  ,  ,  , 
7/21/2013,36.2,  A,  ,  ,  , 
7/22/2013,58.3,  A,  ,  ,  , 
7/23/2013,44.1,  A,  ,  ,  , 
7/24/2013,56.9,  A,  ,  ,  , 
7/25/2013,64,  A,  ,  ,  , 
7/26/2013,44,  A,  ,  ,  , 
7/27/2013,91.3,  A,  ,  ,  , 
7/28/2013,95.3,  A,  ,  ,  , 
7/29/2013,84.5,  A,  ,  ,  , 
7/30/2013,44,  A,  ,  ,  , 
7/31/2013,38.7,  A,  ,  ,  , 
8/1/2013,35.8,  A,  ,  ,  , 
8/2/2013,35.2,  A,  ,  ,  , 
8/3/2013,34.6,  A,  ,  ,  , 
8/4/2013,33.3,  A,  ,  ,  , 
8/5/2013,33.3,  A,  ,  ,  , 
8/6/2013,32.6,  A,  ,  ,  , 
8/7/2013,31.5,  A,  ,  ,  , 
8/8/2013,31.4,  A,  ,  ,  , 
8/9/2013,31.5,  A,  ,  ,  , 
8/10/2013,30.9,  A,  ,  ,  , 
8/11/2013,29.7,  A,  ,  ,  , 
8/12/2013,29.3,  A,  ,  ,  , 
8/13/2013,28.8,  A,  ,  ,  , 
8/14/2013,28.7,  A,  ,  ,  , 
8/15/2013,27.3,  A,  ,  ,  , 
8/16/2013,27.6,  A,  ,  ,  , 
8/17/2013,27.8,  A,  ,  ,  , 
8/18/2013,26.9,  A,  ,  ,  , 
8/19/2013,32,  A,  ,  ,  , 
8/20/2013,31.2,  A,  ,  ,  , 
8/21/2013,30.4,  A,  ,  ,  , 
8/22/2013,31.4,  A,  ,  ,  , 
8/23/2013,38.4,  A,  ,  ,  , 
8/24/2013,44.6,  A,  ,  ,  , 
8/25/2013,279,  A,  ,  ,  , 
8/26/2013,189,  A,  ,  ,  , 
8/27/2013,157,  A,  ,  ,  , 
8/28/2013,67.4,  A,  ,  ,  , 
8/29/2013,52.2,  A,  ,  ,  , 
8/30/2013,52.9,  A,  ,  ,  , 
8/31/2013,93.4,  A,  ,  ,  , 
9/1/2013,78.3,  A,  ,  ,  , 
9/2/2013,55.7,  A,  ,  ,  , 
9/3/2013,49.2,  A,  ,  ,  , 
9/4/2013,47,  A,  ,  ,  , 
9/5/2013,48.9,  A,  ,  ,  , 
9/6/2013,45,  A,  ,  ,  , 
9/7/2013,44.3,  A,  ,  ,  , 
9/8/2013,130,  A,  ,  ,  , 
9/9/2013,174,  A,  ,  ,  , 
9/10/2013,150,  A,  ,  ,  , 
9/11/2013,188,  A,  ,  ,  , 
9/12/2013,155,  A,  ,  ,  , 
9/13/2013,88.8,  A,  ,  ,  , 
9/14/2013,71,  A,  ,  ,  , 
9/15/2013,63.6,  A,  ,  ,  , 
9/16/2013,64,  A,  ,  ,  , 
9/17/2013,55.9,  A,  ,  ,  , 
9/18/2013,54.2,  A,  ,  ,  , 
9/19/2013,50.5,  A,  ,  ,  , 
9/20/2013,50.4,  A,  ,  ,  , 
9/21/2013,49.9,  A,  ,  ,  , 
9/22/2013,50.1,  A,  ,  ,  , 
9/23/2013,49.8,  A,  ,  ,  , 
9/24/2013,51.4,  A,  ,  ,  , 
9/25/2013,49.7,  A,  ,  ,  , 
9/26/2013,47.6,  A,  ,  ,  , 
9/27/2013,48.1,  A,  ,  ,  , 
9/28/2013,48.4,  A,  ,  ,  , 
9/29/2013,48.3,  A,  ,  ,  , 
9/30/2013,49.1,  A,  ,  ,  , 
10/1/2013,49,  A,  ,  ,  , 
10/2/2013,48.3,  A,  ,  ,  , 
10/3/2013,50.1,  A,  ,  ,  , 
10/4/2013,46.4,  A,  ,  ,  , 
10/5/2013,47.5,  A,  ,  ,  , 
10/6/2013,48.6,  A,  ,  ,  , 
10/7/2013,49.8,  A,  ,  ,  , 
10/8/2013,49.8,  A,  ,  ,  , 
10/9/2013,49.9,  A,  ,  ,  , 
10/10/2013,65.9,  A,  ,  ,  , 
10/11/2013,59.3,  A,  ,  ,  , 
10/12/2013,57,  A,  ,  ,  , 
10/13/2013,76.3,  A,  ,  ,  , 
10/14/2013,81,  A,  ,  ,  , 
10/15/2013,79.5,  A,  ,  ,  , 
10/16/2013,78.7,  A,  ,  ,  , 
10/17/2013,80.3,  A,  ,  ,  , 
10/18/2013,79.9,  A,  ,  ,  , 
10/19/2013,80.6,  A,  ,  ,  , 
10/20/2013,80.6,  A,  ,  ,  , 
10/21/2013,80.6,  A,  ,  ,  , 
10/22/2013,80.4,  A,  ,  ,  , 
10/23/2013,66.5,  A,  ,  ,  , 
10/24/2013,63.7,  A,  ,  ,  , 
10/25/2013,80.4,  A,  ,  ,  , 
10/26/2013,80.5,  A,  ,  ,  , 
10/27/2013,81.3,  A,  ,  ,  , 
10/28/2013,87.6,  A,  ,  ,  , 
10/29/2013,99.9,  A,  ,  ,  , 
10/30/2013,89.3,  A,  ,  ,  , 
10/31/2013,86.6,  A,  ,  ,  , 
11/1/2013,86.5,  A,  ,  ,  , 
11/2/2013,86.4,  A,  ,  ,  , 
11/3/2013,85.7,  A,  ,  ,  , 
11/4/2013,84.6,  A,  ,  ,  , 
11/5/2013,82.9,  A,  ,  ,  , 
11/6/2013,80.5,  A,  ,  ,  , 
11/7/2013,83,  A,  ,  ,  , 
11/8/2013,82.3,  A,  ,  ,  , 
11/9/2013,82,  A,  ,  ,  , 
11/10/2013,81.8,  A,  ,  ,  , 
11/11/2013,81.5,  A,  ,  ,  , 
11/12/2013,80.5,  A,  ,  ,  , 
11/13/2013,80.7,  A,  ,  ,  , 
11/14/2013,81.7,  A,  ,  ,  , 
11/15/2013,81.2,  A,  ,  ,  , 
11/16/2013,80.6,  A,  ,  ,  , 
11/17/2013,82,  A,  ,  ,  , 
11/18/2013,80.8,  A,  ,  ,  , 
11/19/2013,81.3,  A,  ,  ,  , 
11/20/2013,82.5,  A,  ,  ,  , 
11/21/2013,102,  A,  ,  ,  , 
11/22/2013,109,  A,  ,  ,  , 
11/23/2013,102,  A,  ,  ,  , 
11/24/2013,89.3,  A,  ,  ,  , 
11/25/2013,83,  A,  ,  ,  , 
11/26/2013,81.8,  A,  ,  ,  , 
11/27/2013,81.3,  A,  ,  ,  , 
11/28/2013,79.9,  A,  ,  ,  , 
11/29/2013,77.8,  A,  ,  ,  , 
11/30/2013,76.6,  A,  ,  ,  , 
12/1/2013,76,  A,  ,  ,  , 
12/2/2013,74.9,  A,  ,  ,  , 
12/3/2013,76.3,  A,  ,  ,  , 
12/4/2013,76.5,  A,  ,  ,  , 
12/5/2013,59.8,  A,  ,  ,  , 
12/6/2013,57.4,  A,  ,  ,  , 
12/7/2013,66.9,  A,  ,  ,  , 
12/8/2013,65.9,  A,  ,  ,  , 
12/9/2013,58.8,  A,  ,  ,  , 
12/10/2013,58.5,  A,  ,  ,  , 
12/11/2013,61,  A,  ,  ,  , 
12/12/2013,64.4,  A,  ,  ,  , 
12/13/2013,47.9,  A,  ,  ,  , 
12/14/2013,47.3,  A,  ,  ,  , 
12/15/2013,46.1,  A,  ,  ,  , 
12/16/2013,47.2,  A,  ,  ,  , 
12/17/2013,47.4,  A,  ,  ,  , 
12/18/2013,49,  A,  ,  ,  , 
12/19/2013,51,  A,  ,  ,  , 
12/20/2013,50.8,  A,  ,  ,  , 
12/21/2013,49.1,  A,  ,  ,  , 
12/22/2013,48.6,  A,  ,  ,  , 
12/23/2013,47,  A,  ,  ,  , 
12/24/2013,47.4,  A,  ,  ,  , 
12/25/2013,47.2,  A,  ,  ,  , 
12/26/2013,46.4,  A,  ,  ,  , 
12/27/2013,48.1,  A,  ,  ,  , 
12/28/2013,49.1,  A,  ,  ,  , 
12/29/2013,49.3,  A,  ,  ,  , 
12/30/2013,46.1,  A,  ,  ,  , 
12/31/2013,48.4,  A,  ,  ,  , 
1/1/2014,49.5,  A,  ,  ,  , 
1/2/2014,48.5,  A,  ,  ,  , 
1/3/2014,48.3,  A,  ,  ,  , 
1/4/2014,57.2,  A,  ,  ,  , 
1/5/2014,58.4,  A,  ,  ,  , 
1/6/2014,57.9,  A,  ,  ,  , 
1/7/2014,64.7,  A,  ,  ,  , 
1/8/2014,65.9,  A,  ,  ,  , 
1/9/2014,64.9,  A,  ,  ,  , 
1/10/2014,64.4,  A,  ,  ,  , 
1/11/2014,64.9,  A,  ,  ,  , 
1/12/2014,65.5,  A,  ,  ,  , 
1/13/2014,61.5,  A,  ,  ,  , 
1/14/2014,63.7,  A,  ,  ,  , 
1/15/2014,64.2,  A,  ,  ,  , 
1/16/2014,64.5,  A,  ,  ,  , 
1/17/2014,64,  A,  ,  ,  , 
1/18/2014,64,  A,  ,  ,  , 
1/19/2014,64.4,  A,  ,  ,  , 
1/20/2014,64.2,  A,  ,  ,  , 
1/21/2014,63.9,  A,  ,  ,  , 
1/22/2014,64,  A,  ,  ,  , 
1/23/2014,63.6,  A,  ,  ,  , 
1/24/2014,61.8,  A,  ,  ,  , 
1/25/2014,64,  A,  ,  ,  , 
1/26/2014,64.5,  A,  ,  ,  , 
1/27/2014,63.8,  A,  ,  ,  , 
1/28/2014,66.5,  A,  ,  ,  , 
1/29/2014,65.1,  A,  ,  ,  , 
1/30/2014,68.8,  A,  ,  ,  , 
1/31/2014,87,  A,  ,  ,  , 
2/1/2014,68.7,  A,  ,  ,  , 
2/2/2014,59.5,  A,  ,  ,  , 
2/3/2014,70,  A,  ,  ,  , 
2/4/2014,66.9,  A,  ,  ,  , 
2/5/2014,61.6,  A,  ,  ,  , 
2/6/2014,63.4,  A,  ,  ,  , 
2/7/2014,74.1,  A,  ,  ,  , 
2/8/2014,59.1,  A,  ,  ,  , 
2/9/2014,55.3,  A,  ,  ,  , 
2/10/2014,59.6,  A,  ,  ,  , 
2/11/2014,58.1,  A,  ,  ,  , 
2/12/2014,55,  A,  ,  ,  , 
2/13/2014,56.6,  A,  ,  ,  , 
2/14/2014,59.1,  A,  ,  ,  , 
2/15/2014,59.7,  A,  ,  ,  , 
2/16/2014,58,  A,  ,  ,  , 
2/17/2014,56.8,  A,  ,  ,  , 
2/18/2014,56,  A,  ,  ,  , 
